Id,LotArea,YearBuilt,FullBath,TotRmsAbvGrd,GarageArea,1stFlrSF,2ndFlrSF,SalePrice
640,3982,2006,2,7,648,1567,0,264561
641,12677,2003,1,6,588,1518,0,274000
642,7050,2001,2,7,650,1057,872,226000
643,13860,1972,2,9,538,2000,704,345000
644,10793,1969,2,7,462,780,840,152000
645,9187,2009,2,7,478,1766,0,370878
646,10530,1971,1,5,576,981,0,143250
647,7200,1950,1,7,420,1048,0,98300
648,10452,1953,1,5,495,1094,0,155000
649,7700,1966,1,7,442,1051,788,155000
650,1936,1970,1,3,0,630,0,84500
651,8125,2007,2,7,562,822,843,205950
652,9084,1940,1,7,296,755,755,108000
653,8750,1996,2,7,512,909,807,191000
654,10320,1906,1,7,216,756,713,135000
655,10437,1995,2,7,839,2113,0,350000
656,1680,1971,1,6,264,525,567,88000
657,10007,1959,1,5,312,1053,0,145500
658,7200,1931,1,6,270,851,651,149000
659,17503,1948,1,6,330,912,546,97500
660,9937,1964,1,7,480,1486,0,167000
661,12384,1976,2,7,550,1142,793,197900
662,46589,1994,2,8,711,1686,762,402000
663,13560,1968,1,5,576,1392,0,110000
664,10012,1972,2,6,588,1181,0,137500
665,20896,2005,1,8,1134,2097,0,423000
666,11194,2000,2,7,504,1454,482,230500
667,18450,1965,2,7,596,1465,915,129000
668,8125,1994,2,7,575,1679,0,193500
669,14175,1956,1,6,576,1437,0,168000
670,11600,1922,1,5,252,1180,0,137500
671,8633,2005,2,7,540,738,738,173500
672,6629,1925,2,6,300,697,672,103600
673,11250,1977,1,6,546,1208,0,165000
674,14442,1957,2,7,416,1839,0,257500
675,9200,1965,1,5,384,1136,0,140000
676,2289,1978,2,7,440,855,586,148500
677,9600,1900,2,8,779,1095,679,87000
678,9022,1924,1,5,240,792,0,109500
679,11844,2008,2,7,834,2046,0,372500
680,9945,1961,1,5,572,988,0,128500
681,8012,1980,2,5,264,923,0,143000
682,4500,1932,1,6,281,848,672,159434
683,2887,1996,1,6,431,1291,0,173000
684,11248,2002,2,7,702,1668,0,285000
685,16770,1998,2,7,486,1195,644,221000
686,5062,1984,2,6,577,1190,900,207500
687,10207,2007,3,7,578,874,887,227875
688,5105,2004,2,4,480,551,551,148800
689,8089,2007,2,7,567,1419,0,392000
690,7577,2005,2,6,460,1362,0,194700
691,4426,2004,1,3,420,848,0,141000
692,21535,1994,3,10,832,2444,1872,755000
693,26178,1989,2,9,628,1238,1281,335000
694,5400,1921,1,4,326,1073,0,108480
695,6120,1936,1,5,576,1067,472,141500
696,13811,1987,2,5,551,1137,0,176000
697,6000,1921,1,4,205,616,0,89000
698,6420,1952,1,6,308,1148,0,123500
699,8450,1965,1,5,336,894,0,138500
700,4282,2004,2,5,530,1391,0,196000
701,14331,2002,2,7,765,1800,0,312500
702,9600,1969,1,6,528,1164,0,140000
703,12438,2006,2,10,666,1264,1312,361919
704,7630,1900,2,8,672,1032,780,140000
705,8400,2004,2,7,606,1484,0,213000
706,5600,1930,2,7,0,372,720,55000
707,115149,1971,2,5,739,1824,0,302000
708,6240,2006,2,6,550,1324,0,254000
709,9018,2007,2,8,400,728,728,179540
710,7162,1966,1,6,408,904,0,109900
711,4130,1935,1,5,0,729,0,52000
712,8712,1900,1,7,384,859,319,102776
713,4671,1988,2,5,472,1228,0,189000
714,9873,1970,1,6,576,960,0,129000
715,13517,1976,2,6,475,725,754,130500
716,10140,1974,2,7,478,1350,0,165000
717,10800,1890,1,8,704,1576,978,159500
718,10000,1973,1,5,439,1178,0,157000
719,10542,1993,2,9,983,1325,1093,341000
720,9920,1969,1,5,300,971,0,128500
721,6563,1985,2,5,564,1742,0,275000
722,4426,2004,1,3,420,848,0,143000
723,8120,1970,1,5,463,864,0,124500
724,8172,1954,2,7,548,997,473,135000
725,13286,2007,2,8,768,1698,0,320000
726,6960,1970,1,5,660,864,0,120500
727,21695,1988,2,5,540,1680,0,222000
728,7314,2007,2,6,632,1232,0,194500
729,11475,1958,2,9,888,1776,0,110000
730,6240,1925,1,5,539,848,0,103000
731,5389,1995,2,5,608,1616,0,236500
732,9590,2003,2,6,438,1146,0,187500
733,11404,1998,2,8,541,1153,878,222500
734,10000,1961,1,6,264,1144,0,131400
735,8978,1968,1,6,300,948,0,108000
736,10800,1914,1,6,320,880,888,163000
737,8544,1950,2,6,400,1040,0,93500
738,10463,2005,2,8,800,901,900,239900
739,10800,1987,3,5,0,1200,0,179000
740,9313,2004,2,7,572,864,864,190000
741,9600,1910,2,7,360,768,664,132000
742,6768,1961,1,5,288,912,0,142000
743,8450,2000,2,6,539,1349,0,179000
744,12886,1963,2,6,480,1464,0,175000
745,5395,1993,2,5,462,1337,0,180000
746,8963,1976,3,11,831,1175,1540,299800
747,8795,2000,2,8,554,980,1276,236000
748,11700,1880,1,8,864,1320,1320,265979
749,10593,1996,2,7,527,1720,0,260400
750,8405,1945,2,9,240,1088,441,98000
751,8800,1910,1,7,0,792,348,96500
752,7750,2003,2,6,400,660,660,162000
753,9236,1997,2,6,576,1494,0,217000
754,10240,2005,2,8,878,1038,1060,275500
755,7930,1969,1,5,440,1026,0,156000
756,3230,1999,2,6,440,742,729,172500
757,10769,2007,2,7,578,866,902,212000
758,11616,1978,2,6,440,672,714,158900
759,2280,1999,2,6,440,757,744,179400
760,12257,1995,2,9,752,1328,1203,290000
761,9100,1959,1,5,300,864,0,127500
762,6911,1924,1,5,440,1301,0,100000
763,8640,2009,2,7,614,764,783,215200
764,9430,1999,2,8,856,1268,1097,337000
765,9549,1995,1,6,481,1494,0,270000
766,14587,2008,2,6,592,1506,0,264132
767,10421,1988,2,7,496,980,734,196500
768,12508,1940,2,7,423,983,767,160000
769,9100,2004,2,8,484,1836,0,216837
770,53504,2003,3,12,841,1690,1589,538000
771,7252,1982,1,5,576,858,0,134900
772,8877,1951,1,6,396,1220,0,102000
773,7819,1976,1,6,672,1117,0,107000
774,10150,1958,1,5,275,912,0,114500
775,14226,2006,2,9,895,1973,0,395000
776,4500,1998,2,5,412,1204,0,162000
777,11210,2005,2,7,865,1614,0,221500
778,13350,1974,1,5,440,894,0,142500
779,8400,1977,2,10,630,2020,0,144000
780,10530,1977,1,4,504,1004,0,135000
781,7875,1995,2,6,402,1253,0,176000
782,7153,1992,2,7,484,810,793,175900
783,16285,2001,2,6,605,1430,0,187100
784,9101,1978,1,4,602,1110,0,165500
785,6300,1914,2,9,0,742,742,128000
786,9790,1967,2,7,457,1342,0,161500
787,10800,1915,2,7,416,966,686,139000
788,10142,2004,2,8,618,956,1128,233000
789,6000,1954,1,4,281,901,0,107900
790,12205,1966,2,9,444,976,1111,187500
791,3182,2005,2,5,397,1145,0,160200
792,11333,1976,1,5,539,1062,0,146800
793,9920,1996,2,8,455,1127,886,269790
794,9158,2007,2,7,474,1496,0,225000
795,10832,1994,2,7,409,1086,809,194500
796,8400,1980,2,7,476,888,676,171000
797,8197,1977,1,7,528,1285,0,143500
798,7677,1953,1,4,240,773,0,110000
799,13518,2008,3,11,820,1966,1174,485000
800,7200,1937,1,7,240,981,787,175000
801,12798,1997,2,8,603,616,1072,200000
802,4800,1916,1,5,440,1196,0,109900
803,8199,2005,2,7,410,728,728,189000
804,13891,2008,3,12,1020,1734,1088,582933
805,9000,1954,1,5,286,1128,0,118000
806,12274,2008,2,6,554,1428,0,227680
807,9750,1967,2,6,384,980,0,135500
808,21384,1923,1,6,528,1072,504,223500
809,13400,1966,1,6,484,1086,0,159950
810,8100,1898,2,11,360,1075,1063,106000
811,10140,1974,1,5,484,1309,0,181000
812,4438,2004,1,4,420,848,0,144500
813,8712,1952,1,4,504,1044,0,55993
814,9750,1958,1,7,301,1442,0,157900
815,8248,1918,1,7,280,686,564,116000
816,12137,1998,2,6,598,1661,0,224900
817,11425,1954,1,4,275,1008,0,137000
818,13265,2002,2,7,857,1689,0,271000
819,8816,1971,1,6,440,1052,0,155000
820,6371,2009,2,6,484,1358,0,224000
821,7226,2003,2,6,595,798,842,183000
822,6000,1953,1,4,576,936,0,93000
823,12394,2003,2,7,433,847,886,225000
824,9900,1940,2,7,240,944,545,139500
825,11216,2006,2,7,776,1489,0,232600
826,14803,2007,2,7,1220,2084,0,385000
827,6130,1924,1,5,0,784,0,109500
828,8529,2001,2,6,527,1434,0,189000
829,28698,1967,2,7,538,1160,966,185000
830,2544,2005,2,4,480,520,623,147400
831,11900,1957,1,6,458,1392,0,166000
832,3180,2005,2,4,480,520,600,151000
833,9548,2003,2,7,613,941,888,237000
834,10004,1964,1,6,472,1516,0,167000
835,7875,1961,1,6,456,1144,0,139950
836,9600,1950,2,4,436,1067,0,128000
837,8100,1948,1,5,812,1559,0,153500
838,1680,1973,1,5,264,483,504,100000
839,9525,1995,1,6,352,1099,0,144000
840,11767,1946,1,6,240,768,432,130500
841,12155,1925,2,7,400,810,672,140000
842,10440,1904,2,8,686,958,581,157500
843,9020,1966,1,6,490,1165,0,174900
844,8000,1961,2,10,0,1800,0,141000
845,12665,1915,1,7,720,876,540,153900
846,16647,1975,2,6,611,1701,0,171000
847,9317,1993,2,7,425,1006,769,213000
848,15523,1972,1,5,338,864,0,133500
849,45600,1908,3,10,360,1307,1051,240000
850,9600,1976,2,7,512,1094,761,187000
851,4435,2003,1,3,420,848,0,131500
852,3196,2003,2,7,400,1456,0,215000
853,7128,1941,2,7,240,918,728,164000
854,12095,1964,1,7,645,1445,0,158000
855,17920,1955,1,6,454,1779,0,170000
856,6897,1962,1,6,260,1040,0,127000
857,10970,1978,1,5,576,1026,0,147000
858,8125,1994,2,6,343,702,779,174000
859,10400,1976,2,6,479,1370,0,152000
860,11029,1968,2,9,619,1512,1142,250000
861,7642,1918,1,7,216,912,514,189950
862,11625,1965,1,6,504,1039,0,131500
863,9672,1984,2,6,480,1097,0,152000
864,7931,1959,1,6,672,1148,0,132500
865,8640,2007,2,6,529,1372,0,250580
866,8750,1970,1,5,902,1002,0,148500
867,10656,2006,2,6,870,1646,0,248900
868,6970,1961,1,5,544,1120,0,129000
869,14762,1948,2,7,672,1547,720,169000
870,9938,1993,2,8,574,1062,887,236000
871,6600,1962,1,5,308,894,0,109500
872,8750,1998,2,7,523,804,878,200500
873,8892,1953,1,5,414,910,0,116000
874,12144,1949,1,6,288,1036,0,133000
875,5720,1941,1,5,200,676,455,66500
876,9000,2007,2,11,550,1184,1426,303477
877,25286,1963,1,5,648,1040,0,132250
878,8834,2004,2,10,738,1462,762,350000
879,11782,1961,1,6,576,1155,0,148000
880,7000,1978,1,6,336,864,0,136500
881,7024,2005,1,5,450,1090,0,157000
882,13758,1990,2,7,400,1187,530,187500
883,9636,1992,2,7,389,808,785,178000
884,6204,1912,1,10,440,954,795,118500
885,7150,1967,1,5,288,892,0,100000
886,5119,1999,2,5,506,1709,0,328900
887,8393,1959,2,8,588,1712,0,145000
888,16466,1955,1,8,300,872,521,135500
889,15865,1970,2,8,621,2217,0,268000
890,12160,1953,1,6,505,1505,0,149500
891,8064,1949,1,6,576,672,252,122900
892,11184,1978,2,7,440,918,765,172500
893,8414,1963,1,6,264,1068,0,154500
894,13284,1954,1,6,354,1383,0,165000
895,7018,1979,2,8,400,1535,0,118858
896,7056,1963,1,8,483,983,813,140000
897,8765,1936,1,6,327,951,0,106500
898,7018,1979,2,12,528,1120,1120,142953
899,12919,2009,2,11,820,2364,0,611657
900,6993,1961,1,6,288,1236,0,135000
901,7340,1971,1,4,684,858,0,110000
902,8712,1957,1,5,756,1306,0,153000
903,7875,2003,2,8,393,807,702,180000
904,14859,2006,2,7,690,1670,0,240000
905,6173,1967,1,6,288,902,0,125500
906,9920,1954,1,6,280,1063,0,128000
907,13501,2006,2,8,865,1636,0,255000
908,11500,1936,1,6,180,1020,1037,250000
909,8885,1983,1,5,484,902,0,131000
910,12589,2005,2,8,390,742,742,174000
911,11600,1960,2,12,480,1105,1169,154300
912,9286,1977,1,5,252,1268,0,143500
913,6120,1925,1,6,450,1015,0,88000
914,6270,1949,2,8,871,1001,1001,145000
915,3000,2009,2,4,528,612,612,173733
916,2001,1970,1,6,286,546,546,75000
917,9000,1949,0,4,308,480,0,35311
918,17140,1956,1,6,284,1229,0,135000
919,13125,1991,2,8,833,912,1215,238000
920,11029,1958,1,6,601,1414,0,176500
921,8462,1994,2,7,471,936,785,201000
922,8777,1900,2,9,0,1272,928,145900
923,10237,2005,2,6,397,1316,0,169990
924,8012,1993,2,5,533,1617,0,193000
925,10240,1980,2,7,612,1686,0,207500
926,15611,1977,2,6,540,1126,0,175000
927,11999,2003,2,10,656,1234,1140,285000
928,9900,1968,2,9,486,1098,880,176000
929,11838,2001,2,7,522,1788,0,236500
930,13006,1997,2,8,642,993,1243,222000
931,8925,2007,2,7,610,1466,0,201000
932,9100,1965,1,5,429,925,0,117500
933,11670,2006,2,8,788,1905,0,320000
934,8487,2004,2,6,570,1500,0,190000
935,27650,1960,2,9,505,2069,0,242000
936,5825,1926,1,5,528,747,0,79900
937,10083,2003,2,5,555,1200,0,184900
938,9675,2005,2,8,689,1113,858,253000
939,8760,2006,2,7,868,1391,571,239799
940,24090,1940,2,10,349,1207,1196,244400
941,12640,1976,2,8,574,1728,0,150900
942,8755,1999,2,8,390,1022,1038,214000
943,7711,1977,2,8,0,1440,0,150000
944,25000,1967,2,8,576,1632,0,143000
945,14375,1958,1,7,525,1344,0,137500
946,8820,1890,1,7,456,1188,561,124900
947,8163,1959,1,6,796,1144,0,143000
948,14536,2002,2,9,808,1629,0,270000
949,14006,2002,2,7,474,936,840,192500
950,9360,1972,1,5,676,1381,0,197500
951,7200,1950,1,5,720,864,0,129000
952,7800,1965,1,6,300,965,0,119900
953,7200,1972,1,5,396,768,0,133900
954,11075,1969,2,7,530,1168,800,172000
955,9400,1975,2,4,0,980,0,127500
956,7136,1946,2,8,492,979,979,145000
957,1300,1980,1,5,462,561,668,124000
958,7420,1962,1,6,576,1057,0,132000
959,8450,2003,2,6,531,1337,0,185000
960,2572,1999,2,6,484,696,720,155000
961,7207,1958,1,4,0,858,0,116500
962,12227,1977,2,11,619,1542,1330,272000
963,2308,1976,2,7,440,804,744,155000
964,11923,2007,2,7,702,1800,0,239000
965,11316,2002,2,8,510,824,1070,214900
966,10237,2005,2,8,393,783,701,178900
967,9600,1940,1,7,256,976,332,160000
968,7390,1955,1,6,260,1098,0,135000
969,5925,1910,1,6,0,600,368,37900
970,10382,1958,1,6,264,1095,0,140000
971,10800,1949,1,6,0,720,472,135000
972,2268,2003,2,6,474,764,862,173000
973,7892,1979,2,5,264,918,0,99500
974,11639,2007,2,6,480,1428,0,182000
975,11414,1910,1,8,532,1136,883,167500
976,2651,2000,2,6,490,673,709,165000
977,5900,1923,1,4,0,869,0,85500
978,4274,2006,1,4,569,1241,0,199900
979,9450,1954,1,5,400,894,0,110000
980,8816,1963,1,5,480,1121,0,139000
981,12122,1961,1,6,588,999,0,178400
982,12203,1998,2,8,676,1276,1336,336000
983,3182,2007,2,6,388,1266,0,159895
984,11250,2002,2,9,779,1149,1141,255900
985,10125,1977,2,8,539,1302,432,126000
986,10880,1950,1,5,240,1164,0,125000
987,5310,1910,1,5,255,1001,634,117000
988,10159,2009,2,8,606,1940,0,395192
989,12046,1976,2,8,551,1118,912,195000
990,8125,2006,2,6,614,778,798,197000
991,9452,1997,2,7,870,1407,985,348000
992,17671,1882,1,8,424,916,826,168000
993,9760,1964,2,7,440,1020,831,187000
994,8846,2005,2,6,564,750,750,173900
995,12456,2006,2,7,786,1718,0,337500
996,4712,1946,1,5,305,774,456,121600
997,10659,1961,1,6,368,1050,0,136500
998,11717,1970,2,6,615,1442,0,185000
999,9786,1922,1,6,210,1077,0,91000
1000,6762,2006,2,6,632,1208,0,206000
1001,10206,1952,1,4,528,944,0,82000
1002,5400,1920,1,4,216,691,0,86000
1003,11957,2006,2,7,824,1574,0,232000
1004,11500,1976,2,8,528,1680,0,136905
1005,3182,2005,2,7,457,1504,0,181000
1006,8385,1977,2,6,328,985,0,149900
1007,12155,1970,2,7,484,1657,0,163500
1008,2217,1970,1,6,286,546,546,88000
1009,12118,2004,2,7,550,1710,0,240000
1010,6000,1926,2,7,0,1008,0,102000
1011,21286,1948,2,7,312,720,551,135000
1012,9825,1965,2,8,0,1664,0,100000
1013,10592,1923,1,7,180,900,602,165000
1014,7200,1910,1,4,280,1022,0,85000
1015,11664,1948,1,5,240,1082,0,119200
1016,8400,2001,2,6,528,810,855,227000
1017,11883,1996,2,6,478,1504,0,203000
1018,5814,1984,1,4,565,1360,0,187500
1019,10784,1991,2,7,402,802,670,160000
1020,3013,2005,2,6,440,1506,0,213490
1021,7024,2005,1,5,451,1132,0,176000
1022,7406,2006,2,6,632,1220,0,194000
1023,9439,1930,1,6,160,912,336,87000
1024,3182,2005,2,7,437,1504,0,191000
1025,15498,1976,2,10,665,2898,0,287000
1026,7700,1972,1,5,461,882,0,112500
1027,9300,1960,1,6,461,1264,0,167500
1028,9520,2007,2,7,800,1646,0,293077
1029,9492,1941,1,6,240,968,408,105000
1030,1680,1972,1,7,264,672,546,118000
1031,7082,1916,2,10,0,948,980,160000
1032,15863,1920,2,12,672,1687,998,197000
1033,14541,1993,2,10,796,1352,1168,310000
1034,8125,2002,2,6,900,1654,0,230000
1035,6305,1938,1,5,240,954,0,119750
1036,11500,1957,1,5,290,845,0,84000
1037,12898,2007,2,6,912,1620,0,315500
1038,9240,2001,2,7,905,1055,1208,287000
1039,1533,1970,1,6,0,798,546,97000
1040,1477,1970,1,3,286,630,0,80000
1041,13125,1957,2,8,484,1803,0,155000
1042,9130,1966,1,7,484,800,832,173000
1043,5381,2005,2,5,624,1306,0,196000
1044,11839,1990,2,10,514,1532,797,262280
1045,9600,1981,2,9,542,2524,0,278000
1046,13680,1955,2,8,452,1733,0,139600
1047,16056,2005,3,11,716,1992,876,556581
1048,9245,1994,1,5,672,990,0,145000
1049,21750,1960,1,9,336,1771,0,115000
1050,11100,1946,1,6,308,930,0,84900
1051,8993,2007,2,6,436,1302,0,176485
1052,11175,2007,2,6,440,1316,0,200141
1053,9500,1964,1,9,540,1127,850,165000
1054,8562,1957,1,7,364,1526,0,144500
1055,11367,2002,2,7,586,1091,898,255000
1056,11361,1976,2,7,478,1523,0,180000
1057,7052,2005,2,6,484,1364,0,185850
1058,29959,1994,2,7,467,979,871,248000
1059,11308,2008,2,10,836,1130,1054,335000
1060,11275,1932,1,7,432,1096,895,220000
1061,4920,2001,2,6,582,1338,0,213500
1062,18000,1935,1,6,1248,894,0,81000
1063,13600,1900,2,10,560,1422,915,90000
1064,6000,1925,1,5,440,1103,0,110500
1065,11000,1966,1,6,480,1154,0,154000
1066,14000,1996,2,7,533,1306,954,328000
1067,7837,1993,2,7,380,799,772,178000
1068,9760,1964,1,7,442,798,813,167900
1069,3964,1973,2,10,576,1291,1230,151400
1070,9600,1949,1,4,576,893,0,135000
1071,10152,1956,1,6,286,1048,0,135000
1072,11700,1968,1,8,441,829,727,154000
1073,7585,1948,1,7,280,1002,454,91500
1074,7950,1977,1,6,440,698,728,159500
1075,8556,2006,2,5,826,1240,0,194000
1076,13125,1940,1,6,240,960,780,219500
1077,10800,1936,2,7,566,1096,370,170000
1078,15870,1969,1,6,299,1096,0,138800
1079,4435,2004,1,3,420,848,0,155900
1080,8775,1994,1,5,299,990,0,126000
1081,11040,1971,2,5,528,1258,0,145000
1082,7500,1963,1,5,308,1040,0,133000
1083,8749,2002,2,6,527,1459,0,192000
1084,8800,1964,1,6,461,1251,0,160000
1085,13031,1995,2,6,409,691,807,187500
1086,9069,1992,1,5,564,996,0,147000
1087,1974,1973,1,6,286,546,546,83500
1088,10574,2005,2,9,1043,1082,871,252000
1089,2522,2004,2,7,380,970,739,137500
1090,3316,2005,1,4,550,1247,0,197000
1091,8544,1950,2,6,400,1040,0,92900
1092,2160,1999,2,4,462,624,628,160000
1093,8400,1925,2,7,576,1390,304,136500
1094,9230,1965,1,6,884,1200,0,146000
1095,5868,1956,1,4,308,936,0,129000
1096,9317,2006,2,6,440,1314,0,176432
1097,6882,1914,1,7,0,773,582,127000
1098,3696,1986,1,5,461,1088,0,170000
1099,6000,1936,1,6,240,757,567,128000
1100,11880,1978,2,7,478,1601,0,157000
1101,8400,1920,1,3,246,438,0,60000
1102,9758,1971,1,5,280,950,0,119500
1103,7000,1960,1,6,254,1134,0,135000
1104,8910,1959,1,6,539,1194,0,159500
1105,2016,1970,2,6,440,630,672,106000
1106,12256,1994,2,9,712,1500,1122,325000
1107,10357,1990,2,6,719,1442,0,179900
1108,23257,2006,2,9,422,887,1134,274725
1109,8063,2000,2,7,463,948,742,181000
1110,11362,2004,2,7,862,1836,0,280000
1111,8000,1995,2,8,431,773,885,188000
1112,10480,1976,2,8,483,1098,866,205000
1113,7100,1957,1,5,308,816,0,129900
1114,8923,1953,1,6,240,1008,0,134500
1115,5400,1954,1,4,326,833,0,117000
1116,12085,2007,2,7,928,1734,0,318000
1117,7750,2002,2,7,527,779,640,184100
1118,9764,1967,1,5,450,894,0,130000
1119,13825,1958,1,6,300,1021,580,140000
1120,7560,1959,1,6,286,1040,0,133700
1121,8263,1920,1,6,308,1012,0,118400
1122,10084,2005,2,7,782,1552,0,212900
1123,8926,1956,1,5,288,960,0,112000
1124,9405,1947,1,4,0,698,0,118000
1125,9125,1992,2,7,392,812,670,163900
1126,10434,1955,1,5,672,1005,0,115000
1127,3684,2007,2,7,660,1555,0,174000
1128,14572,2004,2,7,630,1530,0,259000
1129,11796,2004,2,8,434,847,1112,215000
1130,7200,1980,1,4,672,936,0,140000
1131,7804,1928,2,7,576,1328,653,135000
1132,10712,1991,1,5,0,974,0,93500
1133,9900,1880,2,8,205,1178,1032,117500
1134,9828,1995,2,8,466,1142,878,239500
1135,8773,1997,2,7,460,916,684,169000
1136,6180,1926,1,5,180,986,0,102000
1137,9600,1950,1,6,288,1032,220,119000
1138,6342,1875,1,6,0,780,240,94000
1139,9819,1977,2,5,714,1567,0,196000
1140,8731,1920,1,6,495,1167,0,144000
1141,7350,1951,1,4,840,952,0,139000
1142,10304,1976,2,9,484,1088,780,197500
1143,9965,2006,3,11,1052,1466,1362,424870
1144,9000,1959,1,5,0,1006,0,80000
1145,12180,1941,1,5,280,672,252,80000
1146,6240,1928,1,8,225,1042,534,149000
1147,11200,1985,2,5,403,1298,0,180000
1148,12000,1941,1,7,234,860,704,174500
1149,5700,1926,1,5,288,572,539,116900
1150,9000,1920,1,7,324,832,650,143000
1151,8280,1950,1,4,306,932,0,124000
1152,17755,1959,1,6,528,1466,0,149900
1153,14115,1956,1,6,470,1811,0,230000
1154,5890,1930,1,5,432,816,0,120500
1155,13700,1965,1,8,492,902,918,201800
1156,10768,1976,2,6,528,1437,0,218000
1157,9350,1965,2,6,502,1265,0,179900
1158,5001,2007,2,6,626,1314,0,230000
1159,11932,2007,2,7,830,1580,0,235128
1160,9120,1974,2,8,540,943,933,185000
1161,2280,1978,2,7,440,855,601,146000
1162,14778,1954,1,7,924,1640,0,224000
1163,8724,1968,1,5,450,894,0,129000
1164,12900,1969,0,6,400,1258,0,108959
1165,16157,1978,1,5,588,1432,0,194000
1166,9541,2009,2,7,644,1502,0,233170
1167,10475,2008,2,7,776,1694,0,245350
1168,10852,2000,2,7,472,959,712,173000
1169,13728,1935,2,7,540,1236,872,235000
1170,35760,1995,3,10,807,1831,1796,625000
1171,9880,1977,1,6,358,1118,0,171000
1172,9120,1958,1,6,433,1261,0,163000
1173,4017,2006,2,5,625,625,625,171900
1174,18030,1946,3,12,0,1636,971,200500
1175,16560,1932,2,9,360,1170,1175,239000
1176,10678,1992,2,9,541,2129,743,285000
1177,6951,1984,1,5,264,923,0,119500
1178,3950,1926,1,5,210,818,406,115000
1179,7681,1921,1,7,186,820,523,154900
1180,8335,1954,1,5,0,1124,0,93000
1181,11170,1990,2,8,693,1298,1216,250000
1182,5587,2008,2,5,482,1652,0,392500
1183,15623,1996,3,10,813,2411,2065,745000
1184,10800,1920,1,5,720,1130,0,120000
1185,35133,1963,1,5,995,1572,0,186700
1186,9738,1924,1,7,392,949,272,104900
1187,10615,1900,2,7,420,1014,685,95000
1188,12461,1994,2,5,757,1624,0,262000
1189,8935,2002,2,7,493,831,829,195000
1190,7500,1999,2,7,442,1028,776,189000
1191,32463,1961,1,7,1356,1622,0,168000
1192,2645,1999,2,5,492,764,677,174000
1193,9600,1925,1,6,250,842,630,125000
1194,4500,1999,2,5,402,1224,0,165000
1195,9364,1969,1,7,299,663,689,158000
1196,8029,2005,2,8,400,728,728,176000
1197,14054,2006,2,9,660,879,984,219210
1198,8850,1916,1,7,225,815,875,144000
1199,9100,2001,2,6,573,1212,0,178000
1200,11235,1963,1,6,459,1382,0,148000
1201,9353,1970,1,5,280,864,0,116050
1202,10400,1998,2,6,546,866,913,197900
1203,6000,1925,1,5,216,884,464,117000
1204,9750,2000,2,6,451,1630,0,213000
1205,10140,1975,1,6,495,1074,0,153500
1206,14684,1990,2,7,701,2196,0,271900
1207,8900,1966,1,5,384,1056,0,107000
1208,9135,2003,2,7,544,1700,0,200000
1209,7763,1962,1,6,506,1283,0,140000
1210,10182,2006,2,8,500,1660,0,290000
1211,11218,1992,2,8,462,1055,790,189000
1212,12134,1988,2,8,492,1080,672,164000
1213,9340,1941,1,4,234,672,0,113000
1214,10246,1965,0,3,364,960,0,145000
1215,10205,1962,1,6,300,999,0,134500
1216,7094,1966,1,5,384,894,0,125000
1217,8930,1978,2,8,539,1318,584,112000
1218,8640,2009,2,6,552,1314,0,229456
1219,6240,1947,1,3,0,672,240,80500
1220,1680,1971,1,7,0,672,546,91500
1221,7800,1964,1,5,288,912,0,115000
1222,8250,1968,1,5,322,1211,0,134000
1223,10496,1949,2,7,315,1168,678,143000
1224,10680,1951,2,7,528,2136,0,137900
1225,15384,2004,2,8,388,788,702,184000
1226,10482,1958,1,6,264,1138,0,145000
1227,14598,2007,2,9,668,894,1039,214000
1228,8872,1965,1,5,576,912,0,147000
1229,8769,2008,1,7,1052,1702,0,367294
1230,7910,1960,2,7,404,1507,0,127000
1231,18890,1977,2,12,600,1361,1259,190000
1232,7728,1962,1,6,540,1190,0,132500
1233,9842,1962,2,6,462,1224,0,101800
1234,12160,1959,1,6,531,1188,0,142000
1235,8525,1911,1,7,0,1024,940,130000
1236,13132,1914,1,9,180,892,892,138887
1237,2628,2003,2,6,474,764,862,175500
1238,12393,2004,2,8,434,847,1101,195000
1239,13072,2005,1,6,484,1141,0,142500
1240,9037,2006,2,6,472,1484,0,265900
1241,8158,2003,2,8,543,884,884,224900
1242,9849,2007,2,7,954,1689,0,248328
1243,10625,1974,2,6,528,1173,0,170000
1244,13891,2006,2,7,850,2076,0,465000
1245,11435,1929,1,7,400,792,725,230000
1246,12090,1984,3,7,477,1140,728,178000
1247,8125,2005,2,6,615,756,797,186500
1248,12328,1976,1,6,888,1034,0,169900
1249,9600,1917,1,8,396,1134,924,129500
1250,7200,1950,1,6,276,988,0,119000
1251,11160,1968,2,8,522,2110,0,244000
1252,3136,2003,2,6,478,1405,0,171750
1253,9858,1968,1,5,288,874,0,130000
1254,17542,1974,2,9,518,1516,651,294000
1255,6931,2003,2,7,397,760,896,165400
1256,6240,1931,1,6,560,959,408,127500
1257,14303,1994,2,7,691,1987,0,301500
1258,4060,1922,1,4,0,864,0,99900
1259,9587,2005,2,5,400,1166,0,190000
1260,9750,1969,1,6,460,1054,0,151000
1261,24682,1999,2,7,502,892,783,181000
1262,9600,1956,1,5,338,1050,0,128900
1263,11250,1957,1,8,304,1104,684,161500
1264,13515,1919,1,8,520,1060,764,180500
1265,4060,1998,2,5,511,1337,0,181000
1266,3735,1999,2,6,506,713,739,183900
1267,10120,1910,1,9,308,964,925,122000
1268,13214,2008,2,10,746,2018,0,378500
